"ID";"bg"
"SquadBuff.cth_shoot_name";"Далечна атака"
"SquadBuff.cth_cavalry_name";"Атака"
"SquadBuff.defense_against_ranged_name";"Защита срещу входящи далечни атаки"
"SquadBuff.cth_against_me_name";"Бонус за атака срещу този отбор"
"SquadTreesBuff.caption";"Сред дървета"
"SquadTreesBuff.description";"Отрядът е разположен сред дървета. Далечната и кавалерийската атака са намалени в района, но защитата срещу снаряди е увеличена."
"SquadTreesBuff.effects_text";"[{cth_shoot_name}: {CTH_shoot_mod:bonus:%}{p}][{cth_cavalry_name}: {CTH_cavalry:bonus:%}{p}][{defense_against_ranged_name}: {defense_against_ranged:bonus}{p}]"
"LowStaminaBuff.caption";"Изтощен"
"LowStaminaBuff.description";"Отрядът е загубил издръжливостта си, което временно пречи на бойните му способности."
"LowStaminaBuff.effects_text";"[{cth_name}: {CTH:bonus:%}{p}][{defense_name}: {defense:bonus:%}{p}][{movement_speed_name}: {movement_speed:bonus:%}{p}]"
"DisorganizeBuff.caption";"Неорганизиран"
"DisorganizeBuff.description";"Отрядът е разбил редиците си по време на битката."
"DisorganizeBuff.effects_text";"[{cth_name}: {CTH:bonus:%}{p}][{defense_name}: {defense:bonus:%}{p}]"
"ClimbingBuff.caption";"Катерене"
"ClimbingBuff.description";"Отрядът атакува вражески укрепления и е в уязвима позиция и състояние."
"ClimbingBuff.effects_text";"{cth_against_me_name}: {cth_against_me:penalty}{p}"
"Building.conditions.GovernedChristianKingdom.optional_text";", когато се управлява"
"Building.conditions.GovernedMuslimKingdom.optional_text";", когато се управлява"
"Building.conditions.GovernedNotMuslimKingdom.optional_text";", когато се управлява"
"Building.conditions.GovernedNotPaganKingdom.optional_text";", когато се управлява"
"Building.conditions.MuslimKingGovernor.optional_text";", когато се управлява от крал"
"Building.conditions.NotMuslimKingGovernor.optional_text";", когато се управлява от крал"
"Building.bonus_texts.realm.CoastalVillage";"{bonus} на крайбрежно селище[ {clr:gray}(x{smul}){/clr}]"
"Building.bonus_texts.region.CoastalVillage";"{bonus} за крайбрежно селище"
"Building.availability_texts.Available_1";"Имаме {availability_color}{building.name}{/availability_color} в {availability_castle_1}."
"Building.availability_texts.Available_2";"Имаме {availability_color}{building.name}{/availability_color} в {availability_castle_1} и {availability_castle_2}."
"Building.availability_texts.Available_3";"Имаме {availability_color}{building.name}{/availability_color} в {availability_castle_1}, {availability_castle_2} и {availability_castle_3}."
"Building.availability_texts.Available_many";"Имаме {availability_color}{building.name}{/availability_color} в {availability_castles_count} от нашите провинции ({availability_castle_1}, {availability_castle_2}, {availability_castle_3} и други)."
"Building.availability_texts.Available_all";"Имаме {availability_color}{building.name}{/availability_color} във всички наши провинции."
"Building.availability_texts.DirectlyObtainable_1";"Можем да изградим {availability_color}{building.name}{/availability_color} в {availability_castle_1}."
"Building.availability_texts.DirectlyObtainable_2";"Можем да изградим {availability_color}{building.name}{/availability_color} в {availability_castle_1} и {availability_castle_2}."
"Building.availability_texts.DirectlyObtainable_3";"Можем да изградим {availability_color}{building.name}{/availability_color} в {availability_castle_1}, {availability_castle_2} и {availability_castle_3}."
"Building.availability_texts.DirectlyObtainable_many";"Можем да построим {availability_color}{building.name}{/availability_color} в {availability_castles_count} от нашите провинции ({availability_castle_1}, {availability_castle_2}, {availability_castle_3} и други)."
"Building.availability_texts.DirectlyObtainable_all";"Можем да изградим {availability_color}{building.name}{/availability_color} във всички наши провинции."
"Building.availability_texts.IndirectlyObtainable_1";"Можем да построим {availability_color}{building.name}{/availability_color} в {availability_castle_1}, но първо трябва да развием други провинции."
"Building.availability_texts.IndirectlyObtainable_2";"Можем да построим {availability_color}{building.name}{/availability_color} в {availability_castle_1} и {availability_castle_2}, но първо трябва да развием други провинции."
"Building.availability_texts.IndirectlyObtainable_3";"Можем да построим {availability_color}{building.name}{/availability_color} в {availability_castle_1}, {availability_castle_2} и {availability_castle_3}, но първо трябва да развием други провинции."
"Building.availability_texts.IndirectlyObtainable_many";"Можем да изградим {availability_color}{building.name}{/availability_color} в {availability_castles_count} от нашите провинции ({availability_castle_1}, {availability_castle_2}, {availability_castle_3} и други), но първо трябва да развием други провинции."
"Building.availability_texts.IndirectlyObtainable_all";"Можем да изградим {availability_color}{building.name}{/availability_color} във всички наши провинции, но първо трябва да развием някои провинции."
"Building.availability_texts.Impossible_0";"Не можем да изградим {availability_color}{building.name}{/availability_color} в нито една от нашите провинции."
"Building.availability_texts.Impossible_1";"Можем да построим {availability_color}{building.name}{/availability_color} в {availability_castle_1}, но първо трябва да получим достъп до ресурси извън нашето кралство."
"Building.availability_texts.Impossible_2";"Можем да изградим {availability_color}{building.name}{/availability_color} в {availability_castle_1} и {availability_castle_2}, но първо трябва да получим достъп до ресурси извън нашето кралство."
"Building.availability_texts.Impossible_3";"Можем да построим {availability_color}{building.name}{/availability_color} в {availability_castle_1}, {availability_castle_2} и {availability_castle_3}, но първо трябва да получим достъп до ресурси извън нашето кралство."
"Building.availability_texts.Impossible_many";"Можем да построим {availability_color}{building.name}{/availability_color} в {availability_castles_count} от нашите провинции ({availability_castle_1}, {availability_castle_2}, {availability_castle_3} и други), но първо трябва да получим достъп до ресурси извън нашето кралство."
"Building.availability_texts.Impossible_all";"Можем да изградим {availability_color}{building.name}{/availability_color} във всички наши провинции, но първо трябва да получим достъп до ресурси извън нашето кралство."
"Admiralty.add_tooltip";"Активира действието „Експедиция“ за всички търговци"
"ReligionView.legend.catholic_excommunicated.text";"Католик (отлъчен)"
"ReligionView.legend.caliphate.text";"Мюсюлмански халифат"
"MarriagesView.name";"Бракове"
"MarriagesView.description";"Показва кои кралства имат неженени членове на кралското семейство, в допълнение към настоящите ни кралски връзки."
"MarriagesView.legend.male.text";"Кралството има неженени принцове на възраст и/или неженен крал"
"MarriagesView.legend.female.text";"Кралството има неомъжени принцеси на възраст"
"MarriagesView.legend.we_have_royal_ties.text";"Имаме кралски връзки"
"CulturePowerView.legend.outside_own_fully.text";"Извън избраното кралство и напълно лоялен към него"
"CulturePowerView.legend.inside_foreign_part.text";"Част от избраното кралство и частично лоялен към друго"
"CulturePowerView.legend.inside_foreign_fully.text";"Част от избраното кралство и напълно лоялен към друго"
"CulturesView.legend.turkic_and_west_germanic.text";"тюркски"
"CulturesView.legend.turkic_and_west_germanic.second_text";"западногермански"
"CulturesView.legend.arberian_and_iberian.text";"Арбериан"
"CulturesView.legend.arberian_and_iberian.second_text";"иберийски"
"CulturesView.legend.latin_and_arabic.text";"латински"
"CulturesView.legend.latin_and_arabic.second_text";"арабски"
"CulturesView.legend.west_slavic_and_celtic.text";"западнославянски"
"CulturesView.legend.west_slavic_and_celtic.second_text";"келтски"
"CulturesView.legend.south_slavic_and_mongolic.text";"южнославянски"
"CulturesView.legend.south_slavic_and_mongolic.second_text";"монголски"
"CulturesView.legend.finnoUgric_and_african.text";"угро-фински"
"CulturesView.legend.finnoUgric_and_african.second_text";"африкански"
"CulturesView.legend.iranic_and_nordic.text";"ирански"
"CulturesView.legend.iranic_and_nordic.second_text";"скандинавски"
"CulturesView.legend.wallachian_and_caucasian.text";"влашки"
"CulturesView.legend.wallachian_and_caucasian.second_text";"кавказки"
"CulturesView.legend.gaelic_and_east_slavic.text";"галски"
"CulturesView.legend.gaelic_and_east_slavic.second_text";"източнославянски"
"CulturesView.legend.greek_and_germanic.text";"гръцки"
"CulturesView.legend.greek_and_germanic.second_text";"германски"
"CulturesView.legend.baltic_and_magyar.text";"балтийско"
"CulturesView.legend.baltic_and_magyar.second_text";"маджарски"
"ProvinceFeaturesView.legend.player.text";"Териториите на вашето кралство"
"ProvinceFeaturesView.legend.your_province_has_feature.text";"Вашата провинция има избраната функция за провинция"
"ProvinceFeaturesView.legend.foreign_province_has_feature.text";"Чужда провинция има функцията за избрана провинция"
"RebellionRiskView.legend.rebel_presence.text";"В провинцията има бунтовническо присъствие"
"BuildingsView.legend.player.text";"Териториите на вашето кралство"
"BuildingsView.legend.constructed.text";"Сградата е вече построена"
"BuildingsView.legend.can_be_constructed.text";"Сградата може да бъде построена"
"ProducedResourcesView.legend.player.text";"Териториите на вашето кралство"
"ProducedResourcesView.legend.produced.text";"Доброто вече е произведено"
"ProducedResourcesView.legend.can_be_produced.text";"Доброто може да бъде произведено от текущото кралство на провинцията"
"CampaignVars.main_goal.options.None.name";"Няма"
"CampaignVars.main_goal.options.None.secondary_name";"Голяма кампания"
"CampaignVars.main_goal.options.None.victory_condition";"Важат само условията за победа в голямата кампания"
"CampaignVars.main_goal.options.None.description";"Не се прилага второстепенно условие за победа. Играчите могат да спечелят, като следват редовните правила на голямата кампания."
"CampaignVars.target_kingdom_size.name";"Размер на врага"
"CampaignVars.target_kingdom_size.description";"Относителният размер на кралството, набелязано за поражение"
"CampaignVars.target_kingdom_size.options.1.name";"Малък"
"CampaignVars.target_kingdom_size.options.1.description";"Целевото кралство ще започне с 1 или 2 провинции"
"CampaignVars.target_kingdom_size.options.2.name";"Малък"
"CampaignVars.target_kingdom_size.options.2.description";"Целевото кралство ще започне с между 3 и 5 провинции"
"CampaignVars.target_kingdom_size.options.3.name";"Средно"
"CampaignVars.target_kingdom_size.options.3.description";"Целевото кралство ще започне с между 6 и 8 провинции"
"CampaignVars.target_kingdom_size.options.4.name";"Голям"
"CampaignVars.target_kingdom_size.options.4.description";"Целевото кралство ще започне с между 9 и 12 провинции"
"CampaignVars.target_kingdom_size.options.5.name";"Империя"
"CampaignVars.target_kingdom_size.options.5.description";"Целевото кралство ще започне с 13 или повече провинции"
"CampaignVars.time_limit.options.none.name";"Няма"
"CampaignVars.time_limit.options.none.description";"Без ограничение във времето"
"CampaignVars.time_limit.options.60m.name";"1 час"
"CampaignVars.time_limit.options.60m.description";"Кампанията приключва, когато изтече избраното време"
"CampaignVars.time_limit.options.120m.name";"2 часа"
"CampaignVars.time_limit.options.120m.description";"Кампанията приключва, когато изтече избраното време"
"CampaignVars.time_limit.options.180m.name";"3 часа"
"CampaignVars.time_limit.options.180m.description";"Кампанията приключва, когато изтече избраното време"
"CampaignVars.time_limit.options.300m.name";"5 часа"
"CampaignVars.time_limit.options.300m.description";"Кампанията приключва, когато изтече избраното време"
"CampaignVars.time_limit.options.420m.name";"7 часа"
"CampaignVars.time_limit.options.420m.description";"Кампанията приключва, когато изтече избраното време"
"CampaignVars.time_limit.options.3g.name";"3 поколения"
"CampaignVars.time_limit.options.3g.description";"Край на кампанията, след като всеки играч загуби 3 краля"
"CampaignVars.time_limit.options.4g.name";"4 поколения"
"CampaignVars.time_limit.options.4g.description";"Приключете кампанията, след като всеки играч загуби 4 краля"
"CampaignVars.time_limit.options.5g.name";"5 поколения"
"CampaignVars.time_limit.options.5g.description";"Край на кампанията, след като всеки играч загуби 5 краля"
"CampaignVars.time_limit.options.10g.name";"10 поколения"
"CampaignVars.time_limit.options.10g.description";"Прекратете кампанията, след като всеки играч загуби 10 попа"
"CampaignVars.ai_difficulty.options.very_hard.name";"Много трудно"
"CampaignVars.ai_difficulty.options.very_hard.description";"Препоръчва се за опитни играчи в кампанията, готови да се изправят срещу по-силни и конкурентни врагове.{p}Кралствата на AI ще бъдат значително по-силни и кралствата на играчите може да имат пълномащабни вътрешни или външни проблеми веднага след започване на кампанията."
"CampaignVars.map_size.options.test.name";"Тест"
"CampaignVars.map_size.options.test.description";"Играйте на тестовата карта"
"CampaignVars.pick_kingdom.options.kingdom.name";"Кралство"
"CampaignVars.pick_kingdom.options.kingdom.description";"Играчите могат да избират кралство"
"CampaignVars.pick_kingdom.options.province.name";"Провинция"
"CampaignVars.pick_kingdom.options.province.description";"Играчите могат да избират провинция"
"CampaignVars.pick_kingdom.options.random_kingdom.name";"Случайно кралство"
"CampaignVars.pick_kingdom.options.random_kingdom.description";"Играчите започват с произволно избрано кралство"
"CampaignVars.pick_kingdom.options.random_province.name";"Произволна провинция"
"CampaignVars.pick_kingdom.options.random_province.description";"Играчите започват с произволно избрана провинция"
"CampaignVars.kingdom_size.options.0.name";"Исторически"
"CampaignVars.kingdom_size.options.0.description";"Избраните от играчите кралства започват с техния исторически размер."
"CampaignVars.kingdom_size.options.5.name";"5 провинции (Играчи)"
"CampaignVars.kingdom_size.options.5.description";"Увеличете или намалете размера на кралството на играчите до 5 провинции."
"CampaignVars.playerwars_limit_time.options.always.name";"Винаги"
"CampaignVars.playerwars_limit_time.options.always.description";"Без ограничения"
"CampaignVars.playerwars_limit_time.options.never.name";"Никога"
"CampaignVars.playerwars_limit_time.options.never.description";"Забранете войните между играчите за цялата кампания"
"CampaignVars.playerwars_limit_time.options.30m.name";"30 минути"
"CampaignVars.playerwars_limit_time.options.30m.description";"Забранете войните между играчите за половин час"
"CampaignVars.playerwars_limit_time.options.60m.name";"1 часа"
"CampaignVars.playerwars_limit_time.options.60m.description";"Забранете войните между играчите за първия час"
"CampaignVars.playerwars_limit_time.options.120m.name";"2 часа"
"CampaignVars.playerwars_limit_time.options.120m.description";"Забранете войните между играчите за първите 2 часа"
"CampaignVars.playerwars_limit_time.options.1g.name";"1 поколение"
"CampaignVars.playerwars_limit_time.options.1g.description";"Играчите могат да се атакуват един друг след първата смърт на цар на всеки играч"
"CampaignVars.playerwars_limit_time.options.2g.name";"2 поколения"
"CampaignVars.playerwars_limit_time.options.2g.description";"Играчите могат да се атакуват един друг след втората смърт на цар на всеки играч"
"CampaignVars.playerwars_limit_time.options.3g.name";"3 поколения"
"CampaignVars.playerwars_limit_time.options.3g.description";"Играчите могат да се атакуват един друг след третата смърт на цар на който и да е играч"
"CampaignVars.espionage_role.options.minimal.name";"Много ограничен"
"CampaignVars.espionage_role.options.minimal.description";"Само най-малко тежките шпионски действия могат да бъдат извършвани срещу играчи"
"CampaignVars.on_player_destroyed_pick_count.options.0.name";"Елиминиран"
"CampaignVars.on_player_destroyed_pick_count.options.0.description";"След като кралството на играча бъде унищожено, той се елиминира"
"IncreaseSkillRankAction.picker_text";"{name} Cost: {cost}"
"TradeExpeditionAction.src_messages.new_opportunity";"Сър, можем да изпратим {owner} да изследва далечни земи над моретата, които може да крият огромни богатства и възможности за търговия."
"TradeExpeditionAction.success_fail.sf_has_tradeport.name";"Имаме търговско пристанище"
"DissolveDefensivePactAction.name";"Разтрогване на пакта"
"DissolveDefensivePactAction.tooltip";"Нареди на {owner} да прекрати неговия {pact}."
"DissolveOffensivePactAction.name";"Разтрогване на пакта"
"DissolveOffensivePactAction.tooltip";"Нареди на {owner} да прекрати неговия {pact}."
"RuinRelationsAction.cancelled_message_caption";"Разрушаване на отношенията спря"
"RuinRelationsAction.cancelled_message_texts.kingdom_destroyed";"Тъй като {target} вече не съществува, {owner} беше принуден да спре действията си. Изглежда, че е свършил добра работа."
"ArmyResupplyCastleAction.name";"Снабдителна армия"
"ArmyResupplyCastleAction.tooltip";"Снабдяване на армията на {obj}[{p}С настоящите ни ресурси можем да възстановим {potential_supplies:nonzero} запаси]"
"BribeNobleAction.cancelled_message_texts.dying";"{target:s} внезапната смърт спря опитите на нашия шпионин да го подкупи. {owner} вече търси друг повреден {target.kingdom:ian} рицар."
"SpyMurderAction.src_messages.success_revealed";"{owner} успя да се промъкне в квартирата на {target} и да убие [{target_is_male:if}го|я], но един слуга го видя, докато си тръгваше."
"SpyMurderAction.src_messages.success_revealed#2";"{owner} успя да отрови {target}, но когато жертвата умря, стана болезнено очевидно, че нашият шпионин е отговорен за деянието."
"SpyMurderAction.src_messages.success_undetected";"Планът на {owner:s} проработи перфектно и {target} падна мъртъв. Всичко изглеждаше като инцидент за {target.kingdom:ians}."
"SpyMurderAction.src_messages.success_undetected#2";"Планът на {owner:s} беше брилянтен и когато {target} падна мъртъв, всички си помислиха, че се дължи на болест, а не на отрова."
"SpyMurderAction.mission_kingdom_messages.success_revealed";"{target} беше убит в квартирата си! Един от слугите видя убиеца, който се оказа {owner}, {src_kingdom:anian} шпионин!"
"SpyMurderAction.mission_kingdom_messages.success_revealed#2";"По време на „дипломатическа“ среща {target} беше смъртоносно отровен от {owner}, за когото твърде късно разбрахме, че е шпионин на {src_kingdom:anian}!"
"SpyMurderAction.cancelled_message_texts.dying";"Добри новини, сър! Оказва се, че {target} е умрял, без нашият шпионин да направи каквото и да било. Ръцете на {owner:s} са чисти и заговорът му по невнимание е успешен."
"AssassinateRebellionLeader.cancelled_message_texts.dying";"Досадната {target} умря, без нашият шпионин да направи каквото и да било! Така ръцете на {owner:s} са чисти и заговорът му по невнимание е успешен."
"HuntingIncidentAction.src_messages.new_opportunity";"След като се запозна с шепа влиятелни благородници в {target_kingdom}, {owner} получи възможността да се присъедини към техните кралски ловни пътувания. Може би той може да се опита да убие {owner.mission_kingdom.king} и да направи това да изглежда като инцидент."
"HuntingIncidentAction.cancelled_message_texts.dying";"Добри новини, сър! Оказва се, че {target} е умрял, без нашият шпионин да направи каквото и да било. Ръцете на {owner:s} са чисти и заговорът му по невнимание е успешен."
"KillTheKingAction.cancelled_message_texts.dying";"Добри новини, сър! Оказва се, че {target} е умрял, без нашият шпионин да направи каквото и да било. Ръцете на {owner:s} са чисти и заговорът му по невнимание е успешен."
"KillTheQueenAction.cancelled_message_texts.dying";"Добри новини, сър! Оказва се, че {target} е умрял, без нашият шпионин да направи каквото и да било. Ръцете на {owner:s} са чисти и заговорът му по невнимание е успешен."
"FrameAction.cancelled_message_texts.dying";"{target:s} внезапната смърт е прекъснала опитите на нашия шпионин да го шашка. {owner} вече търси друг посетител на {target.kingdom}."
"ConvertProvinceReligionAction.cancelled_message_texts.battle_started";"Поради скорошната обсада на {target}, {owner} трябваше да евакуира помещенията му и да спре опитите си да проповядва {owner.kingdom.religion:ism} на местното население."
"ConvertProvinceReligionAction.outcomes.success.src_kingdom.message.add_text";"{p}[{owner} сега отива в {next_target}.|В близост до {src_castle} няма повече провинции, в които да се проповядва, така че {owner} се върна в нашия съд.]"
"PopeLeaveConfirmMessage.caption";"Прекъсване на връзките с папата"
"PopeLeaveConfirmMessage.body";"Да освободите папата от вашия кралски двор?{p}{tab}{blt} Слотът в двора ще бъде освободен.{p}{tab}{blt} Всички предимства и действия на папата ще бъдат загубени.{p}{tab}{blt} Отношенията с папството и мнението на духовенството ще намалеят."
"PopeLeaveConfirmMessage.buttons.ok";"&Да"
"PopeLeaveConfirmMessage.buttons.cancel";"&Няма значение"
"CourtPopeAction.outcomes.fail.excommunicate.bullet";"{pope} ни отлъчи!"
"CourtPopeAction.outcomes.fail.pope_leave.bullet";"{pope} напусна нашия двор и се върна в {catholic.hq_realm}"
"AutocephalyAction.success_fail.sf_base.name";"Основен шанс"
"SubordianteConfirmMessage.caption";"Подчинен"
"SubordianteConfirmMessage.body";"Сигурни ли сте, че искате да подчините църквата си на Вселенската патриаршия?{p}{tab}{blt} Всички бонуси от автокефалията ще бъдат загубени.{p}{tab}{blt} Отношенията с {ecumenical_patriarch_kingdom} ще бъдат подобрени."
"SubordianteConfirmMessage.buttons.ok";"&Да"
"SubordianteConfirmMessage.buttons.cancel";"&Няма значение"
"AdoptPopulationAction.validate_prompts._cleric_already_adopting";"{clr:red_bright}Нашият {kingdom.cleric_title} вече осиновява населението на провинция.{/clr}"
"AdoptPopulationAction.cancelled_message_texts.battle_started";"Сътресенията в {target}, причинени от обсаждащите от {target.castle.battle.attacker_kingdom}, принудиха {owner} да спре да осиновява населението на града."
"AdoptPopulationAction.success_fail.sf_base.name";"Основен шанс"
"AdoptPopulationAction.success_fail.sf_class_level.name";"Ниво на духовник (x{level_buff})"
"AdoptPopulationAction.success_fail.sf_religion_diff.name";"Религиозни различия"
"AdoptPopulationAction.success_fail.sf_culture_diff.name";"Културни различия"
"AdoptPopulationAction.success_fail.sf_holding_pope.name";"Ние държим папата"
"OpenChoosePatriarchAction.name";"Изберете нов[{kingdom.is_ecumenical_patriarchate:if} вселенски] патриарх"
"OpenChoosePatriarchAction.tooltip";"Изберете новия предстоятел на Православната ни църква сред списък от достойни кандидати."
"ChangeHeirAction.name";"[{own_character.is_heir:if}Наследник на короната|Изберете като нов наследник]"
"ChangeHeirAction.tooltip";"{own_character} [{own_character.is_heir_eligable:if} е готов да управлява {own_kingdom.KingdomType}, когато му дойде времето.|[{own_character.heir_is_patriarch:if}не може да управлява {own_kingdom} като патриарх.|{own_character.is_pope:if} е папа и не може да стане крал.|{own_character.is_cardinal:if}не може да управлява {own_kingdom} като кардинал.|{own_character.is_rebel:if}не може да управлява като бунтовник.|все още не е готов да носи бремето на короната.]][{own_character.is_heir:if} Той е избран от {own_kingdom.king.title} като законен наследник.|[{own_character.is_rebel:if}| Брат му, {own_kingdom.heir}, е избран от краля да наследи короната.]]"
"ChangeHeirAction.validate_prompts.cant_be_heir";"[{own_character.is_heir:if_not}{clr:red_bright}[{own_character.heir_is_patriarch:if}Патриарсите не могат да наследяват короната.|{own_character.is_rebel:if}Докато се противопоставят на короната, принц не може да я наследи.|{own_character.is_pope:if}Папата не може наследяват короната на нашето кралство.|Принцовете трябва да са поне непълнолетни, за да станат допустими наследници.]{/clr}]"
"ChangeHeirConfirmMessage.caption";"Смяна на наследник?"
"ChangeHeirConfirmMessage.body";"Сигурни ли сте, че искате да обявите {own_character} за нов наследник на короната?{p}{tab}{blt} Коронна власт: {CrownAuthority.change_heir:bonus} {p}{tab}{blt} Становище на благородниците: {ChangeHeirNobilityOpinionRule.amount:bonus}{p}{tab}{blt} По-възрастните принцове може да се разбунтуват срещу коронацията."
"ChangeHeirConfirmMessage.buttons.ok";"&Да"
"ChangeHeirConfirmMessage.buttons.cancel";"&Няма значение"
"CharacterClass.royal_abilities.ability_descriptions.Warfare";"Тази способност основно повишава морала на всички армии и гарнизонни войски.{p}{p}Способностите на краля (и кралицата) влияят на управлението на кралството им, независимо какви са професиите им.{p}{p}Освен ефектите за цялото кралство, способностите не влияят на личното представяне на краля. Способностите на принцовете и принцесите нямат ефект, докато не станат крале и кралици."
"CharacterClass.royal_abilities.ability_descriptions.Economy";"Тази способност основно увеличава приходите от търговия и намалява разходите за сгради и надстройки.{p}{p}Способностите на краля (и кралицата) влияят на управлението на тяхното кралство, независимо какви са техните професии.{p}{p}Освен ефектите за цялото кралство, способностите не влияят на личното представяне на краля. Способностите на принцовете и принцесите нямат ефект, докато не станат крале и кралици."
"CharacterClass.royal_abilities.ability_descriptions.Diplomacy";"Тази способност основно увеличава дипломатическото влияние на кралството и шансовете за успех на няколко мащабни действия.{p}{p}Способностите на краля (и кралицата) влияят на управлението на тяхното кралство, независимо какви са техните професии.{p}{p}Освен ефектите в цялото кралство, способностите не влияят на личното представяне на краля. Способностите на принцовете и принцесите нямат ефект, докато не станат крале и кралици."
"CharacterClass.royal_abilities.ability_descriptions.Religion";"Тази способност основно увеличава културната сила на кралството и шансовете за успех на някои религиозни действия.{p}{p}Способностите на краля (и кралицата) влияят на управлението на тяхното кралство, независимо какви са професиите им.{p}{p}Освен ефектите за цялото кралство, способностите не влияят на личното представяне на краля. Способностите на принцовете и принцесите нямат ефект, докато не станат крале и кралици."
"CharacterClass.royal_abilities.ability_descriptions.Espionage";"Тази способност основно увеличава защитата от шпионаж и шанса за разкриване на вражески шпиони.{p}{p}Способностите на краля (и кралицата) влияят на управлението на тяхното кралство, независимо какви са професиите им.{p}{p}Освен ефектите за цялото кралство, способностите не влияят на личното представяне на краля. Способностите на принцовете и принцесите нямат ефект, докато не станат крале и кралици."
"ClasslessPrince.name";"принц"
"AddTraditionAction.validate_prompts.invalid_args";"{clr:red_bright}Никой от вашите рицари не е научил това умение на максимално ниво.{/clr}"
"AddTraditionAction.validate_prompts._no_targets";"{clr:red_bright}Никой от вашите рицари не е научил това умение на максимално ниво.{/clr}"
"AddTraditionAction.validate_prompts._maxed_out";"{clr:red_bright}Приели сте максималния брой традиции.{/clr}"
"IncreaseRankTraditionAction.picker_text";"{name} Cost: {cost}"
"AbandonTraditionAction.picker_text";"{name}"
"ChangeReligionAction.pope_left_court";"[{p} {blt}{i}{kingdom.has_pope:if} {pope} напусна нашия двор и се върна в Рим{/i}]"
"ChangeReligionAction.success_fail.sf_base.name";"Основен шанс"
"ChangeReligionAction.success_fail.sf_we_are_pagans.name";"Ние сме езичници"
"ChangeReligionAction.success_fail.sf_leading_crusade.name";"Водещ кръстоносен поход"
"ChangeReligionConfirmMessage.caption";"Смени религията"
"ChangeReligionConfirmMessage.body";"Сигурни ли сте, че искате да опитате да промените религията на {kingdom}?{p}{p}Властта на короната ще бъде загубена, особено ако преобразуването се провали. Ако успее, вашият {kingdom.religion.titles.Cleric:s} ще бъде бесен, заедно с останалата част от света на {kingdom.religion}."
"ChangeReligionConfirmMessage.buttons.ok";"&Да"
"ChangeReligionConfirmMessage.buttons.cancel";"&Няма значение"
"RestorePapacyAction.prepare_status_text";"Възстановяване на папството"
"RestorePapacyAction.prepare_message.caption";"{prepare_status_text}"
"RestorePapacyAction.prepare_message.completed";"[{success_check:if}Възстановихме папството|Не успяхме да възстановим папството]"
"RestorePapacyAction.cancelled_message_caption";"Възстановяването на папството спряно"
"RestorePapacyAction.cancelled_message_texts.battle_started";"С пристигането на {attackers} пред портите на Рим, опитите ни да възстановим папството трябваше да бъдат спрени."
"RestorePapacyAction.cancelled_message_texts.kingdom_changed";"Нашите текущи договорености за възстановяване на папството бяха прекратени внезапно, след като загубихме контрол над Рим..."
"RestorePapacyAction.validate_prompts.rome_under_siege";"Не може да се възстанови, докато Рим е под обсада"
"RestorePapacyAction.validate_prompts.rome_under_occupation";"Не може да се възстанови, докато Рим е окупиран от бунтовници"
"RestorePapacyConfirmMessage.caption";"Възстановяване на папството?"
"RestorePapacyConfirmMessage.body";"Вашето кралство вече няма да контролира Рим. Това ще реформира папството с нов папа начело.{p}{p}Да продължим ли, сър?"
"RestorePapacyConfirmMessage.buttons.ok";"&Да"
"RestorePapacyConfirmMessage.buttons.cancel";"&Няма значение"
"ClaimCaliphateAction.success_fail.sf_base.name";"Основен шанс"
"ClaimCaliphateConfirmMessage.caption";"Претенции за халифат"
"ClaimCaliphateConfirmMessage.body";"Сигурни ли сте, че искате да претендирате за свещената титла халиф?{p}{p}Ако молбата не бъде приета, властта на короната, славата и отношенията с други мюсюлмански кралства ще намалеят."
"ClaimCaliphateConfirmMessage.buttons.ok";"&Да"
"ClaimCaliphateConfirmMessage.buttons.cancel";"&Няма значение"
"UnExcommunicateAction.prepare_message.caption";"{prepare_status_text}"
"UnExcommunicateAction.prepare_message.completed";"[{success_check:if}Вече не сме отлъчени!|Неуспешна молба за прошка]"
"UnExcommunicateAction.success_fail.sf_other_excommunicated.name";"Други отлъчени кралства (x5)"
"UnExcommunicateAction.cancelled_message_texts.religion_changed";"Тъй като сега сме {own_kingdom.religion:ans}, {owner} трябваше да изостави задачата си."
"UnExcommunicateAction.cancelled_message_texts.excommunicated";"Тъй като [{pope}|папата] ни отлъчи, {owner} трябваше да изостави задачата си."
"UnExcommunicateAction.cancelled_message_texts.unexcommunicated";"Тъй като вече не сме отлъчени, {owner} трябваше да изостави задачата си."
"UnExcommunicateAction.cancelled_message_texts.papacy_destroyed";"Тъй като {papacy} вече не съществува, {owner} трябваше да изостави задачата си."
"UnExcommunicateAction.validate_prompts._enabled_condition";"{clr:red_bright}{papacy} does not exist{/clr}"
"PuppetFleeKingdom.outcomes.success.mission_kingdom.message.text";"Нашата марионетка, {owner}, изпадна в параноя и реши, че {owner.kingdom:ians} скоро ще открият коварното му съществуване. Така той е избягал от {owner.kingdom} и повече няма да им служи."
"PuppetArrangeAnnexationAction.no_valid_realms_outcome";"Въпреки че {target} беше попаднал на примамливите шепоти на нашия шпионин, той просто не можа да уреди анексирането на {target.kingdom:s} територии, тъй като всички те са окупирани от бунтовници."
